,open,high,low,close,adjclose,volume,ticker,adjclose_1,true_adjclose_1,buy_profit,sell_profit
2015-10-02,0.6787829995155334,0.7092040181159973,0.6754819750785828,0.6871709823608398,0.6871709823608398,163326.0,ETH-USD,6.1374164,0.668379008769989,0.0,-5.450245380401611
2015-10-03,0.6863430142402649,0.6931260228157043,0.6607159972190857,0.668379008769989,0.668379008769989,103497.0,ETH-USD,6.1307817,0.6286429762840271,0.0,-5.462402641773224
2015-10-06,0.6505150198936462,0.6563010215759277,0.6024230122566223,0.609387993812561,0.609387993812561,218327.0,ETH-USD,6.1049294,0.6217160224914551,5.495541453361511,0.0
2015-10-11,0.6345149874687195,0.6577889919281006,0.6260300278663635,0.6260300278663635,0.6260300278663635,109567.0,ETH-USD,6.0822105,0.6076549887657166,0.0,-5.456180512905121
2015-10-18,0.5176209807395935,0.5215460062026978,0.48099398612976074,0.48901399970054626,0.48901399970054626,243742.0,ETH-USD,6.0000467,0.4348289966583252,0.0,-5.511032730340958
2015-10-26,0.6197429895401001,0.7575169801712036,0.5970979928970337,0.7313169836997986,0.7313169836997986,1089120.0,ETH-USD,5.9952817,0.8696410059928894,5.2639647126197815,0.0
2015-10-28,0.8709380030632019,1.0557899475097656,0.8078569769859314,1.0024800300598145,1.0024800300598145,2373050.0,ETH-USD,6.098475,1.2066600322723389,5.09599494934082,0.0
2015-11-08,0.9156609773635864,1.0326800346374512,0.9156609773635864,1.0274699926376343,1.0274699926376343,1021460.0,ETH-USD,6.4087057,0.9992780089378356,0.0,-5.381235718727112
2015-11-10,1.0012600421905518,1.0530400276184082,0.9209679961204529,0.9343479871749878,0.9343479871749878,854581.0,ETH-USD,6.414879,0.791828989982605,0.0,-5.480530858039856
2015-11-11,0.9412959814071655,0.945277988910675,0.7297750115394592,0.791828989982605,0.791828989982605,1278580.0,ETH-USD,6.403511,0.8957110047340393,5.611682057380676,0.0
2015-11-27,0.882099986076355,0.9000509977340698,0.8606950044631958,0.867950975894928,0.867950975894928,403813.0,ETH-USD,6.362685,0.9157029986381531,5.494734227657318,0.0
2015-11-28,0.8681020140647888,0.9292929768562317,0.8621219992637634,0.9157029986381531,0.9157029986381531,462464.0,ETH-USD,6.353118,0.8786140084266663,0.0,-5.4374149441719055
2015-12-01,0.8783159852027893,0.8867359757423401,0.8539369702339172,0.8748000264167786,0.8748000264167786,652857.0,ETH-USD,6.3337765,0.8212100267410278,0.0,-5.458976447582245
2015-12-02,0.8731709718704224,0.878017008304596,0.8189240097999573,0.8212100267410278,0.8212100267410278,506307.0,ETH-USD,6.326125,0.8121430277824402,0.0,-5.504915118217468
2015-12-09,0.8244540095329285,0.8244540095329285,0.7704880237579346,0.7921670079231262,0.7921670079231262,624221.0,ETH-USD,6.2754683,0.840395987033844,5.483301341533661,0.0
2015-12-17,0.9930430054664612,0.9976109862327576,0.9118070006370544,0.9407010078430176,0.9407010078430176,640765.0,ETH-USD,6.4027147,0.9201269745826721,0.0,-5.4620137214660645
2015-12-29,0.8438349962234497,0.873054027557373,0.8332319855690002,0.873054027557373,0.873054027557373,215742.0,ETH-USD,6.308693,0.9119579792022705,5.435638904571533,0.0
2016-01-02,0.9474009871482849,0.9696369767189026,0.9365599751472473,0.9371240139007568,0.9371240139007568,255504.0,ETH-USD,6.3439403,0.971904993057251,5.406816244125366,0.0
2016-01-05,0.9531469941139221,0.9705970287322998,0.9465429782867432,0.9501760005950928,0.9501760005950928,219833.0,ETH-USD,6.3812003,0.9508600234985352,5.4310243129730225,0.0
2016-01-21,1.5326999425888062,1.5854899883270264,1.4866900444030762,1.553570032119751,1.553570032119751,1614960.0,ETH-USD,6.8036613,1.501270055770874,0.0,-5.250091314315796
2016-01-22,1.547029972076416,1.5814599990844727,1.465880036354065,1.501270055770874,1.501270055770874,1567240.0,ETH-USD,6.85109,1.9726699590682981,5.349819898605347,0.0
2016-01-26,2.5327401161193848,2.8369901180267334,1.9947700500488281,2.276370048522949,2.276370048522949,13939200.0,ETH-USD,7.326685,2.388550043106079,5.050314903259277,0.0
2016-02-11,4.496819972991943,6.292230129241943,4.3383002281188965,6.0131001472473145,6.0131001472473145,26408200.0,ETH-USD,8.888187,5.546979904174805,0.0,-2.875087261199951
2016-02-16,5.328320026397705,5.474860191345215,4.033840179443359,4.3152899742126465,4.3152899742126465,15889100.0,ETH-USD,10.477061,3.757240056991577,0.0,-6.161771297454834
2016-02-20,4.682199954986572,4.754059791564941,4.12706995010376,4.341330051422119,4.341330051422119,8631090.0,ETH-USD,10.143805,4.653619766235352,5.802474498748779,0.0
2016-02-24,5.604050159454346,6.2364702224731445,5.509250164031982,6.2364702224731445,6.2364702224731445,11426500.0,ETH-USD,10.416723,6.104800224304199,0.0,-4.180253028869629
2016-03-07,11.428799629211426,11.651900291442871,9.309490203857422,9.552630424499512,9.552630424499512,34085100.0,ETH-USD,14.947674,9.847209930419922,5.39504337310791,0.0
2016-03-09,9.792420387268066,12.054699897766113,9.670989990234375,11.89799976348877,11.89799976348877,27540500.0,ETH-USD,15.560226,11.305000305175781,0.0,-3.662226676940918
2016-03-21,10.30370044708252,12.014900207519531,10.161600112915039,11.864100456237793,11.864100456237793,28572600.0,ETH-USD,16.957882,11.274800300598145,0.0,-5.093781471252441
2016-03-25,11.260299682617188,11.372900009155273,10.527199745178223,10.743200302124023,10.743200302124023,13782000.0,ETH-USD,16.786512,10.973999977111816,6.043312072753906,0.0
2016-03-26,10.767900466918945,11.180800437927246,10.589200019836426,10.973999977111816,10.973999977111816,9425480.0,ETH-USD,16.71674,10.41919994354248,0.0,-5.742739677429199
2016-03-29,11.605299949645996,12.178500175476074,11.469200134277344,11.952899932861328,11.952899932861328,19351200.0,ETH-USD,16.663475,11.403499603271484,0.0,-4.710575103759766
2016-04-02,11.628299713134766,11.706399917602539,11.508700370788574,11.618300437927246,11.618300437927246,5580550.0,ETH-USD,16.95017,11.157299995422363,0.0,-5.331870079040527
2016-04-05,10.449799537658691,10.970000267028809,10.277299880981445,10.685400009155273,10.685400009155273,16997100.0,ETH-USD,16.741869,10.069700241088867,0.0,-6.056468963623047
2016-04-09,9.149849891662598,9.224720001220703,7.455639839172363,8.93634033203125,8.93634033203125,42613400.0,ETH-USD,15.708191,8.643790245056152,0.0,-6.7718505859375
2016-04-15,8.235879898071289,8.649760246276855,8.114439964294434,8.60949993133545,8.60949993133545,9888460.0,ETH-USD,13.855776,9.309100151062012,5.246275901794434,0.0
2016-04-26,7.388390064239502,7.967740058898926,7.319690227508545,7.759970188140869,7.759970188140869,19254500.0,ETH-USD,13.408382,7.172530174255371,0.0,-5.648412227630615
2016-05-01,8.894240379333496,10.321499824523926,8.850720405578613,10.163200378417969,10.163200378417969,41019200.0,ETH-USD,13.5561695,9.311269760131836,0.0,-3.3929691314697266
2016-05-05,9.809610366821289,9.952190399169922,9.037010192871094,9.346639633178711,9.346639633178711,21510600.0,ETH-USD,14.647653,9.37051010131836,5.301012992858887,0.0
2016-05-17,12.179300308227539,14.258999824523926,12.179300308227539,13.558600425720215,13.558600425720215,65389900.0,ETH-USD,16.286592,14.769700050354004,2.727992057800293,0.0
2016-05-25,12.51609992980957,12.986599922180176,12.059200286865234,12.430399894714355,12.430399894714355,20764000.0,ETH-USD,18.828583,11.29580020904541,0.0,-6.3981828689575195
2016-05-27,11.333200454711914,12.363300323486328,10.37339973449707,11.892900466918945,11.892900466918945,47274800.0,ETH-USD,18.262905,12.3503999710083,6.370004653930664,0.0
2016-06-04,13.762499809265137,14.072199821472168,13.56779956817627,13.975000381469727,13.975000381469727,11088400.0,ETH-USD,18.896383,13.934100151062012,0.0,-4.921382904052734
2016-06-08,14.4306001663208,14.56719970703125,14.340200424194336,14.398599624633789,14.398599624633789,8256830.0,ETH-USD,19.478443,13.908599853515625,0.0,-5.079843521118164
2016-06-17,15.378600120544434,15.378600120544434,9.963640213012695,11.330699920654297,11.330699920654297,133937000.0,ETH-USD,22.608952,12.234199523925781,11.278251647949219,0.0
2016-06-18,11.1673002243042,13.182100296020508,10.635600090026855,12.234199523925781,12.234199523925781,69783600.0,ETH-USD,21.967346,11.839500427246094,0.0,-9.733146667480469
2016-06-21,13.199700355529785,15.785599708557129,13.095100402832031,13.095100402832031,13.095100402832031,96994096.0,ETH-USD,19.740116,13.676199913024902,6.645015716552734,0.0
2016-06-27,13.927599906921387,13.981499671936035,11.718000411987305,12.175600051879883,12.175600051879883,43436600.0,ETH-USD,19.034796,12.611200332641602,6.859195709228516,0.0
2016-07-04,11.45740032196045,11.517800331115723,9.57625961303711,10.61139965057373,10.61139965057373,45526900.0,ETH-USD,17.487724,10.528900146484375,0.0,-6.876324653625488
2016-07-09,10.960399627685547,11.013699531555176,10.78219985961914,10.947600364685059,10.947600364685059,5479240.0,ETH-USD,16.354969,10.458999633789062,0.0,-5.4073686599731445
2016-07-11,10.446999549865723,10.76200008392334,10.425800323486328,10.51609992980957,10.51609992980957,11127700.0,ETH-USD,16.200302,10.500499725341797,0.0,-5.684202194213867
2016-07-24,12.743399620056152,13.857000350952148,12.683799743652344,13.836099624633789,13.836099624633789,36673800.0,ETH-USD,18.548622,11.989500045776367,0.0,-4.712522506713867
